icao24,callsign,altitude,velocity,heading,latitude,longitude,altitude_rate,heading_change,acceleration,abnormal,s3raphim_anomaly_flag,timestamp
689e1b,LH954,24.0,9.0,110.0,4.3631,13.7216,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390323Z
8a5a2e,AF571,33.0,14.0,227.0,8.0069,8.1732,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390329Z
5e30d4,UA753,19.0,2.0,1.0,6.2821,8.0186,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390335Z
e796d2,AF293,37.0,19.0,212.0,5.1856,8.2203,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390341Z
33ee1b,KL460,14316.0,-20.0,279.0,10.2104,5.8473,-854.0,0.0,0.0,1,1,2026-09-10T14:37:34.390350Z
c3f086,AA627,41.0,25.0,110.0,11.2868,11.0204,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390357Z
85d660,KL618,31255.0,440.0,216.0,10.2808,3.0163,-383.0,0.0,0.0,1,0,2026-09-10T14:37:34.390364Z
ee6cc7,LH351,29062.0,405.0,179.0,7.6221,4.5571,1682.0,0.0,0.0,1,0,2026-09-10T14:37:34.390370Z
f41724,BA303,42.0,7.0,110.0,11.7443,10.505,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390376Z
aae73f,SQ757,9337.0,453.0,28.0,6.209,3.9543,1654.0,0.0,0.0,1,0,2026-09-10T14:37:34.390383Z
103bf4,KL276,18.0,23.0,327.0,6.3103,5.6166,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390389Z
a986d9,LH424,22577.0,306.0,28.0,4.5933,2.7319,-448.0,0.0,0.0,1,0,2026-09-10T14:37:34.390396Z
fda1ff,KL304,49.0,19.0,22.0,6.0963,4.5449,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390402Z
9d4468,SQ499,15407.0,493.0,53.0,8.6399,2.79,302.0,0.0,0.0,1,0,2026-09-10T14:37:34.390410Z
c56860,AA213,30403.0,10.0,102.0,12.8496,6.3223,0.0,0.0,0.0,0,1,2026-09-10T14:37:34.390416Z
5cc453,QR241,27.0,27.0,67.0,6.2528,5.3642,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390423Z
0cf730,AF689,33764.0,299.0,280.0,7.7674,13.6374,1967.0,0.0,0.0,1,0,2026-09-10T14:37:34.390429Z
53e33b,DL453,39115.0,421.0,90.0,8.5282,10.9963,-1823.0,0.0,0.0,1,0,2026-09-10T14:37:34.390436Z
900fc2,KL333,22.0,2.0,220.0,8.5565,8.1371,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390442Z
f5f517,UA897,33005.0,350.0,218.0,8.9013,3.7234,-150.0,0.0,0.0,1,0,2026-09-10T14:37:34.390449Z
6132c5,UA233,13.0,17.0,337.0,5.5937,8.0576,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390455Z
c01d18,SQ971,43.0,3.0,97.0,13.1898,4.9096,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390461Z
1d498f,AA751,21.0,24.0,259.0,11.0968,2.7,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390467Z
6f35e5,DL963,24.0,21.0,3.0,8.6496,8.0851,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390473Z
6f8f50,DL483,33816.0,268.0,115.0,8.8407,11.6546,-1140.0,0.0,0.0,1,0,2026-09-10T14:37:34.390479Z
bc094a,QR423,5676.0,430.0,261.0,10.1283,13.7013,-742.0,0.0,0.0,1,0,2026-09-10T14:37:34.390485Z
a1174c,UA430,26011.0,326.0,64.0,12.0183,6.4247,1835.0,0.0,0.0,1,0,2026-09-10T14:37:34.390492Z
c4e707,BA410,22887.0,396.0,70.0,9.481,7.293,1526.0,0.0,0.0,1,0,2026-09-10T14:37:34.390498Z
204e34,LH590,38640.0,463.0,283.0,11.3658,10.4061,853.0,0.0,0.0,1,0,2026-09-10T14:37:34.390504Z
e7ee92,AA475,2.0,30.0,231.0,4.0987,5.3799,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390512Z
91c547,BA629,27.0,26.0,113.0,5.6678,5.6976,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390517Z
e16892,BA346,22390.0,435.0,207.0,7.4052,4.3688,-424.0,0.0,0.0,1,0,2026-09-10T14:37:34.390524Z
9b876c,QR577,36559.0,383.0,189.0,11.7805,4.9221,-523.0,0.0,0.0,1,0,2026-09-10T14:37:34.390530Z
b01f12,LH790,1.0,2.0,235.0,6.0605,7.5882,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390536Z
68fc1d,EK739,5.0,14.0,195.0,7.7628,3.4321,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390542Z
4708f4,AA525,23967.0,518.0,315.0,10.0175,10.3764,1711.0,0.0,0.0,1,0,2026-09-10T14:37:34.390548Z
03040d,LH494,27.0,13.0,263.0,8.4697,5.7271,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390554Z
535f4f,BA217,23096.0,298.0,275.0,8.2215,10.1043,-1053.0,0.0,0.0,1,0,2026-09-10T14:37:34.390560Z
adee5d,QR566,2.0,18.0,135.0,7.1558,11.1247,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390568Z
5eb633,KL788,28.0,19.0,18.0,11.8125,3.2366,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390575Z
94ff05,EK691,16020.0,332.0,85.0,6.6554,14.3359,1111.0,0.0,0.0,1,0,2026-09-10T14:37:34.390582Z
3ffd2f,BA130,49.0,3.0,131.0,9.2851,7.6787,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390588Z
1f88c7,QR106,18.0,10.0,353.0,13.1602,12.224,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390594Z
a452ed,AF821,26.0,19.0,6.0,11.6925,8.0924,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390600Z
c7bb4a,DL267,23792.0,325.0,62.0,11.6099,9.9607,1362.0,0.0,0.0,1,0,2026-09-10T14:37:34.390606Z
ea2f38,KL504,11.0,29.0,110.0,13.0496,8.7021,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390612Z
ebfa28,UA682,14.0,26.0,314.0,9.288,3.2493,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390618Z
76889e,KL892,32738.0,404.0,244.0,4.2818,9.5446,1177.0,0.0,0.0,1,0,2026-09-10T14:37:34.390624Z
df8766,QR869,6755.0,329.0,127.0,8.2211,2.9133,-473.0,0.0,0.0,1,0,2026-09-10T14:37:34.390631Z
ec28c0,EK564,18.0,10.0,92.0,7.8471,12.8,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390638Z
e8cb27,BA992,41118.0,480.0,232.0,9.995,5.7445,379.0,0.0,0.0,1,0,2026-09-10T14:37:34.390644Z
5ad527,AF937,39683.0,476.0,328.0,9.5761,9.5743,363.0,0.0,0.0,1,0,2026-09-10T14:37:34.390651Z
566fb8,KL680,14.0,17.0,103.0,8.4391,11.5689,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390656Z
983fa6,EK908,21.0,23.0,328.0,7.6778,10.562,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390662Z
90faef,LH138,41318.0,453.0,98.0,13.0167,4.5575,-1453.0,0.0,0.0,1,0,2026-09-10T14:37:34.390670Z
143aa9,QR483,6.0,25.0,73.0,5.848,2.6887,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390677Z
21341e,UA321,30.0,28.0,358.0,10.366,13.6408,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390683Z
588676,AF354,27640.0,444.0,62.0,13.0852,3.5674,1020.0,0.0,0.0,1,0,2026-09-10T14:37:34.390689Z
9a092c,KL317,0.0,23.0,123.0,8.96,7.3148,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390695Z
bfbfbc,SQ675,38.0,10.0,69.0,6.8995,9.2995,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390704Z
71c5e6,EK836,-500.0,502.0,350.0,5.9428,9.6093,964.0,0.0,0.0,1,1,2026-09-10T14:37:34.390711Z
589e61,AA803,20080.0,482.0,259.0,10.477,8.1747,-106.0,0.0,0.0,1,0,2026-09-10T14:37:34.390718Z
7ae006,AF877,26.0,28.0,329.0,12.77,10.3547,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390724Z
438111,EK815,42.0,2.0,256.0,7.2081,7.8611,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390730Z
fbf486,KL504,38.0,29.0,144.0,5.5423,11.1356,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390737Z
31ad22,KL907,50.0,27.0,332.0,12.9832,9.0442,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390743Z
599406,AF307,33202.0,257.0,146.0,5.5662,12.8358,-672.0,0.0,0.0,1,0,2026-09-10T14:37:34.390749Z
547b06,AA877,38.0,17.0,264.0,6.4047,2.6318,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390755Z
00b540,AF612,27034.0,289.0,257.0,7.6207,10.4998,-1866.0,0.0,0.0,1,0,2026-09-10T14:37:34.390761Z
ca0bab,SQ819,32425.0,375.0,62.0,12.6281,11.9001,-1753.0,0.0,0.0,1,0,2026-09-10T14:37:34.390769Z
8d1fa1,KL875,28.0,18.0,316.0,5.6384,9.7642,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390775Z
16b8b1,UA892,46.0,23.0,68.0,4.7218,10.4106,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390781Z
ad15bc,SQ615,43.0,1.0,217.0,12.2887,4.289,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390787Z
a15ce6,EK474,11949.0,359.0,160.0,7.6693,5.4616,144.0,0.0,0.0,1,0,2026-09-10T14:37:34.390793Z
e4d4ae,KL649,33.0,27.0,330.0,4.8177,7.2602,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390799Z
9d3fad,EK914,14107.0,281.0,188.0,11.7869,3.5756,1226.0,0.0,0.0,1,0,2026-09-10T14:37:34.390807Z
15d786,LH761,20.0,18.0,279.0,13.3573,13.1622,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390813Z
92e044,DL761,23098.0,411.0,106.0,8.31,5.8783,-726.0,0.0,0.0,1,0,2026-09-10T14:37:34.390819Z
c52c04,EK165,6273.0,453.0,81.0,7.3337,7.7726,-1540.0,0.0,0.0,1,0,2026-09-10T14:37:34.390825Z
afc5a7,UA578,24.0,8.0,328.0,8.4704,12.6658,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390833Z
7a5acb,SQ727,12298.0,351.0,173.0,4.1719,6.2939,-150.0,0.0,0.0,1,0,2026-09-10T14:37:34.390839Z
d53a22,SQ787,40.0,24.0,14.0,11.001,12.0311,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390845Z
d010c7,BA284,17209.0,520.0,329.0,12.5683,14.0016,-1033.0,0.0,0.0,1,0,2026-09-10T14:37:34.390851Z
7c11c4,SQ244,4.0,28.0,243.0,8.1488,14.4011,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390857Z
35832f,BA583,25596.0,505.0,26.0,8.5029,9.4559,-1594.0,0.0,0.0,1,0,2026-09-10T14:37:34.390864Z
a2a3ef,QR417,37118.0,493.0,115.0,11.4692,3.9154,-1098.0,0.0,0.0,1,0,2026-09-10T14:37:34.390870Z
2c461b,SQ668,48.0,27.0,274.0,7.7344,9.2242,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390876Z
46e7b1,DL114,45.0,12.0,223.0,10.1588,13.7012,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390882Z
f39e70,QR348,8.0,14.0,177.0,7.006,11.6944,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390888Z
7c415d,UA356,39756.0,369.0,100.0,12.8646,13.065,1432.0,0.0,0.0,1,0,2026-09-10T14:37:34.390896Z
140d1b,EK851,24.0,7.0,78.0,9.5007,11.0292,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390901Z
654a72,AF925,65000.0,11.0,324.0,4.3416,13.0972,0.0,0.0,0.0,0,1,2026-09-10T14:37:34.390907Z
4e817d,AF992,26190.0,467.0,181.0,8.7481,8.3556,1906.0,0.0,0.0,1,0,2026-09-10T14:37:34.390914Z
864427,BA717,16897.0,468.0,111.0,9.4934,9.4774,1013.0,0.0,0.0,1,0,2026-09-10T14:37:34.390920Z
be221d,KL751,18.0,18.0,276.0,12.8958,6.8314,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390926Z
d19e52,EK317,32.0,29.0,178.0,4.3289,8.9141,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390932Z
21ff19,EK350,8.0,5.0,141.0,11.4907,9.0734,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390938Z
94382d,BA258,47.0,7.0,67.0,7.1799,3.7662,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390944Z
79c439,BA187,33233.0,507.0,277.0,4.5569,13.587,-725.0,0.0,0.0,1,0,2026-09-10T14:37:34.390952Z
e7d8f5,BA716,46.0,7.0,176.0,12.1216,12.0756,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390960Z
f577ae,EK384,20.0,30.0,313.0,12.2636,9.1163,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390965Z
7c8392,LH111,14631.0,348.0,30.0,6.2684,10.8118,-9500.0,0.0,0.0,1,1,2026-09-10T14:37:34.390972Z
33386f,SQ354,8.0,29.0,308.0,9.3825,8.012,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390979Z
fb2fd3,LH530,2.0,15.0,303.0,6.6198,11.4773,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.390991Z
d13086,AA503,33417.0,422.0,356.0,4.5957,3.274,551.0,0.0,0.0,1,0,2026-09-10T14:37:34.390998Z
f7e58c,BA559,36.0,26.0,11.0,9.3403,5.8454,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391005Z
3f5bf2,AA601,23915.0,272.0,59.0,11.9722,5.3607,-927.0,0.0,0.0,1,0,2026-09-10T14:37:34.391012Z
ed2377,SQ342,26.0,30.0,204.0,7.786,3.2684,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391018Z
28c447,EK333,39807.0,338.0,173.0,7.0618,11.1423,1240.0,0.0,0.0,1,0,2026-09-10T14:37:34.391024Z
c79ab8,LH239,12597.0,424.0,269.0,5.5851,8.383,1212.0,0.0,0.0,1,0,2026-09-10T14:37:34.391033Z
5dc933,AA525,20078.0,472.0,255.0,13.4654,11.7786,1964.0,0.0,0.0,1,0,2026-09-10T14:37:34.391039Z
069060,DL812,40.0,30.0,243.0,9.8814,8.2558,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391045Z
c4b370,LH922,32630.0,354.0,150.0,6.4021,13.7878,1839.0,0.0,0.0,1,0,2026-09-10T14:37:34.391051Z
383208,DL833,10.0,3.0,174.0,6.8592,7.8608,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391057Z
1d73d5,KL856,34026.0,506.0,242.0,6.6883,4.7775,496.0,0.0,0.0,1,0,2026-09-10T14:37:34.391064Z
2a4ac1,DL795,16939.0,386.0,201.0,5.4156,8.0421,1600.0,0.0,0.0,1,0,2026-09-10T14:37:34.391070Z
386d64,KL231,29705.0,255.0,127.0,7.1374,11.6485,1442.0,0.0,0.0,1,0,2026-09-10T14:37:34.391077Z
36e8ba,AF127,13101.0,314.0,315.0,7.2023,10.3784,643.0,0.0,0.0,1,0,2026-09-10T14:37:34.391083Z
a97c2c,DL461,15.0,18.0,137.0,9.1047,5.8427,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391089Z
2f938d,KL374,50.0,21.0,150.0,9.3362,5.9349,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391097Z
09b70f,DL744,43.0,0.0,357.0,8.3157,6.6248,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391102Z
23ee5d,AA653,36.0,21.0,189.0,4.9424,8.3477,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391109Z
7759b7,LH701,27485.0,496.0,351.0,7.5488,7.8533,646.0,0.0,0.0,1,0,2026-09-10T14:37:34.391115Z
9d409e,AF694,10114.0,360.0,116.0,5.1484,10.8072,-552.0,0.0,0.0,1,0,2026-09-10T14:37:34.391121Z
22079a,AA818,34805.0,426.0,38.0,5.1544,9.4724,1691.0,0.0,0.0,1,0,2026-09-10T14:37:34.391129Z
f8f405,BA659,27.0,29.0,180.0,7.5786,13.58,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391135Z
1f6e18,UA392,8163.0,267.0,54.0,11.0972,7.3111,279.0,0.0,0.0,1,0,2026-09-10T14:37:34.391141Z
f1dd24,BA809,21.0,28.0,233.0,5.9966,6.4584,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391147Z
f56f26,BA315,38.0,19.0,115.0,5.8594,12.0613,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391153Z
f84830,AA202,29354.0,451.0,15.0,11.8714,4.4824,506.0,0.0,0.0,1,0,2026-09-10T14:37:34.391161Z
868d98,QR671,37253.0,253.0,341.0,8.5487,3.3304,1020.0,0.0,0.0,1,0,2026-09-10T14:37:34.391167Z
ed161e,SQ628,29796.0,409.0,68.0,5.6578,6.9204,-420.0,0.0,0.0,1,0,2026-09-10T14:37:34.391173Z
0ff5ae,KL475,30814.0,473.0,89.0,8.7744,14.2962,551.0,0.0,0.0,1,0,2026-09-10T14:37:34.391180Z
35ec2f,BA727,28.0,29.0,231.0,7.1057,12.9674,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391186Z
b8287a,EK766,5599.0,397.0,291.0,4.5763,4.9991,174.0,0.0,0.0,1,0,2026-09-10T14:37:34.391192Z
4f69ac,EK343,50.0,19.0,269.0,10.1279,10.2547,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391199Z
251ea8,UA873,19.0,20.0,197.0,11.7901,6.7584,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391205Z
c298a7,LH872,21386.0,316.0,105.0,7.7009,12.1337,-754.0,0.0,0.0,1,0,2026-09-10T14:37:34.391211Z
7eafec,AA302,39.0,28.0,56.0,8.298,12.6388,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391217Z
0b1729,QR172,34.0,15.0,109.0,4.0103,6.139,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391225Z
01e75f,UA549,24.0,11.0,114.0,8.8047,13.1467,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391233Z
41d002,AA783,39254.0,419.0,337.0,12.5667,14.2069,-654.0,0.0,0.0,1,0,2026-09-10T14:37:34.391240Z
81bf48,QR294,25592.0,377.0,169.0,6.489,3.8126,1392.0,0.0,0.0,1,0,2026-09-10T14:37:34.391246Z
1f2e89,DL801,3.0,5.0,45.0,9.4467,8.8257,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391254Z
8bfeab,SQ364,49.0,16.0,227.0,13.3754,5.4192,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391260Z
cb205a,AF334,18.0,13.0,188.0,5.2301,5.0472,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391266Z
78bbd5,SQ914,2.0,3.0,102.0,6.1249,9.6675,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391272Z
07732f,UA967,38409.0,399.0,353.0,13.1398,10.4385,-1757.0,0.0,0.0,1,0,2026-09-10T14:37:34.391278Z
7c5476,AA101,12.0,1.0,85.0,4.0136,3.4756,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391284Z
6ee73e,DL352,7317.0,463.0,282.0,5.3789,11.4729,173.0,0.0,0.0,1,0,2026-09-10T14:37:34.391292Z
cf0c43,EK377,9577.0,359.0,224.0,11.4352,12.2787,943.0,0.0,0.0,1,0,2026-09-10T14:37:34.391298Z
fdbdc5,UA316,37788.0,505.0,288.0,8.3844,4.6358,-720.0,0.0,0.0,1,0,2026-09-10T14:37:34.391304Z
efcd27,DL718,13.0,0.0,52.0,12.5896,5.4766,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391310Z
1403a0,KL321,12918.0,438.0,247.0,7.3597,4.1349,-1205.0,0.0,0.0,1,0,2026-09-10T14:37:34.391316Z
7cf14c,BA711,11.0,12.0,63.0,5.5045,6.0575,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391322Z
23ed17,KL767,9.0,9.0,119.0,5.8378,5.6892,-9500.0,0.0,0.0,1,1,2026-09-10T14:37:34.391329Z
d9d5d8,DL297,36.0,8.0,190.0,8.6214,9.492,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391337Z
d4231d,,37545.0,377.0,62.0,5.3051,10.3069,-896.0,0.0,0.0,1,1,2026-09-10T14:37:34.391343Z
6850af,KL612,38846.0,324.0,296.0,5.1517,8.059,1757.0,0.0,0.0,1,0,2026-09-10T14:37:34.391350Z
343c52,SQ464,40241.0,447.0,165.0,7.8482,10.638,-1513.0,0.0,0.0,1,0,2026-09-10T14:37:34.391358Z
b356c0,SQ523,23842.0,466.0,258.0,13.1127,13.3971,-75.0,0.0,0.0,0,0,2026-09-10T14:37:34.391364Z
18b875,UA986,12111.0,452.0,6.0,12.1247,9.5599,1800.0,0.0,0.0,1,0,2026-09-10T14:37:34.391371Z
cbd19d,KL228,33879.0,395.0,333.0,5.8142,13.4683,-264.0,0.0,0.0,1,0,2026-09-10T14:37:34.391377Z
3905a9,LH445,11379.0,436.0,333.0,10.5963,8.0822,-392.0,0.0,0.0,1,0,2026-09-10T14:37:34.391383Z
f0ec3f,LH632,12711.0,272.0,174.0,6.8772,6.8408,1083.0,0.0,0.0,1,0,2026-09-10T14:37:34.391389Z
09bce4,AF642,24.0,30.0,105.0,6.9873,10.4832,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391395Z
c1d22c,UA997,17.0,16.0,172.0,5.3952,3.2015,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391401Z
12b16b,LH735,14188.0,257.0,344.0,5.0656,10.4909,1514.0,0.0,0.0,1,0,2026-09-10T14:37:34.391407Z
a41a7c,AA402,25125.0,394.0,286.0,11.3536,11.8249,305.0,0.0,0.0,1,0,2026-09-10T14:37:34.391414Z
8092d7,AF673,14031.0,270.0,96.0,8.054,10.6569,643.0,0.0,0.0,1,0,2026-09-10T14:37:34.391422Z
82b81c,QR738,3.0,13.0,332.0,10.922,9.4286,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391428Z
204a1f,EK583,17.0,7.0,311.0,8.9133,7.8501,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391433Z
e69d63,EK794,30511.0,337.0,68.0,11.3981,4.8776,-1389.0,0.0,0.0,1,0,2026-09-10T14:37:34.391440Z
71a507,AA774,12925.0,800.0,144.0,12.9066,5.9618,1305.0,0.0,0.0,1,1,2026-09-10T14:37:34.391446Z
294f6e,BA573,20.0,22.0,51.0,11.1272,6.1032,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391453Z
e53d4e,SQ136,13835.0,451.0,217.0,5.5275,10.4002,-1064.0,0.0,0.0,1,0,2026-09-10T14:37:34.391461Z
fd37c5,SQ643,28.0,16.0,227.0,8.4111,4.2634,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391466Z
6ae865,UA288,30.0,7.0,306.0,4.5722,7.5548,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391473Z
5bd53e,LH113,27.0,25.0,105.0,5.5619,5.6592,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391479Z
aef718,SQ368,31.0,13.0,26.0,12.7817,2.5281,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391487Z
926531,BA231,35769.0,261.0,332.0,11.9484,3.6807,-1508.0,0.0,0.0,1,0,2026-09-10T14:37:34.391493Z
7fcb76,LH126,41545.0,265.0,94.0,11.1288,9.8305,1608.0,0.0,0.0,1,0,2026-09-10T14:37:34.391499Z
0bd533,SQ436,34.0,18.0,91.0,9.5509,6.3931,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391505Z
a69ab2,KL614,36269.0,266.0,9.0,13.3545,2.928,-1702.0,0.0,0.0,1,0,2026-09-10T14:37:34.391513Z
80456b,UA694,30961.0,432.0,335.0,4.16,7.0966,-917.0,0.0,0.0,1,0,2026-09-10T14:37:34.391519Z
3b108f,UA386,39.0,4.0,329.0,4.4525,14.2493,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391525Z
170e93,SQ839,43.0,14.0,86.0,12.3946,3.6838,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391531Z
c96855,QR645,72000.0,301.0,102.0,4.0573,8.1584,1178.0,0.0,0.0,1,1,2026-09-10T14:37:34.391537Z
c36794,EK626,22142.0,500.0,74.0,7.31,5.0803,223.0,0.0,0.0,1,0,2026-09-10T14:37:34.391545Z
88a8a8,BA314,23.0,9.0,240.0,11.6776,7.3864,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391553Z
f516b7,EK291,11.0,6.0,85.0,5.3169,13.9226,-9500.0,0.0,0.0,1,1,2026-09-10T14:37:34.391559Z
00f45d,DL576,36.0,24.0,156.0,7.7517,8.2078,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391566Z
07372b,AA772,5678.0,334.0,75.0,8.7878,9.4296,557.0,0.0,0.0,1,0,2026-09-10T14:37:34.391572Z
3b4b11,AA154,31.0,10.0,242.0,11.9574,7.3669,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391578Z
cdf26f,QR352,32674.0,338.0,170.0,9.347,8.1268,-273.0,0.0,0.0,1,0,2026-09-10T14:37:34.391584Z
d56e2e,DL152,8944.0,471.0,25.0,11.6563,5.0344,1709.0,0.0,0.0,1,0,2026-09-10T14:37:34.391591Z
3f46f3,UA582,41103.0,486.0,190.0,5.6441,5.2591,-327.0,0.0,0.0,1,0,2026-09-10T14:37:34.391597Z
071219,EK956,33.0,0.0,161.0,11.8673,10.5433,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391603Z
40444a,BA938,7044.0,346.0,86.0,9.9645,11.8151,-1797.0,0.0,0.0,1,0,2026-09-10T14:37:34.391610Z
dcfa52,UA918,9.0,18.0,222.0,10.4792,13.2049,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391617Z
1a0549,LH580,47.0,17.0,143.0,10.2419,9.9147,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391623Z
3e3ee4,LH502,6.0,27.0,44.0,5.3341,4.098,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391629Z
33a55c,EK576,6.0,28.0,144.0,4.2989,2.7013,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391635Z
5537fa,BA362,15502.0,381.0,217.0,7.1839,2.8769,241.0,0.0,0.0,1,0,2026-09-10T14:37:34.391641Z
3a387b,EK780,36.0,2.0,159.0,12.2806,9.1138,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391647Z
37724a,DL603,40284.0,273.0,290.0,11.2189,12.3162,-518.0,0.0,0.0,1,0,2026-09-10T14:37:34.391654Z
0f28ca,UA612,28361.0,800.0,29.0,9.8764,7.4007,-22.0,0.0,0.0,0,1,2026-09-10T14:37:34.391660Z
fba8f5,QR549,3.0,9.0,168.0,8.3216,11.0725,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391667Z
95dc2e,AA967,33.0,22.0,349.0,5.7827,12.4296,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.391675Z
2f86eb,UA762,41463.0,388.0,152.0,11.4184,5.9462,-1655.0,0.0,0.0,1,0,2026-09-10T14:37:34.391682Z
814349,SQ754,38192.0,327.0,173.0,4.6858,9.3751,530.0,0.0,0.0,1,0,2026-09-10T14:37:34.391688Z
